"","SMILES_Solute","Temperature_K","Solvent","SMILES_Solvent","Solubility(mole_fraction)","Solubility(mol/L)","LogS(mol/L)","Compound_Name","CAS","PubChem_CID","FDA_Approved","Source"
"583","COc1cc([N+](=O)[O-])ccc1N",298.15,"water","O",1.3e-05,0.00071950144344382,-3.14296833045697,"2-methoxy-4-nitroaniline","97-52-9",7337,"No","10.1021/acs.jced.9b00991"
"584","O=Cc1ccc(O)c(Br)c1",298.15,"water","O",0.0001499,0.0082975410536937,-2.08105059015786,"3-bromo-4-hydroxybenzaldehyde","2973-78-6",76308,"No","10.1021/acs.jced.9b01004"
"585","Cc1c(Br)cccc1C(=O)O",298.15,"water","O",0.00387,0.215019385638575,-0.667522383357289,"3-bromo-2-methylbenzoic acid","76006-33-2",2735590,"No","10.1021/acs.jced.9b01007"
"586","CC1(C)NC(=O)NC1=O",298.15,"water","O",0.02417,1.3708349116207,0.136985156256192,"5,5-dimethylhydantoin","77-71-4",6491,"No","10.1021/acs.jced.9b01020"
"587","COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]",298.15,"water","O",1.2e-05,0.00066415451440038,-3.17773087101609,"Nisoldipine","63675-72-9",4499,"Yes","10.1021/acs.jced.9b01036"
"588","COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2",298.15,"water","O",1.551e-06,8.58410740221036e-05,-4.0663048572239,"Mycophenolate mofetil","128794-94-5",5281078,"Yes","10.1021/acs.jced.9b01139"
"589","O=C([O-])/C=C/C(=O)O.[Na+]",293.15,"water","O",0.0090844,0.507980724181792,-0.29415276712614,"Monosodium fumarate","5873-57-4",6076814,"No","10.1021/acs.jced.9b01203"
"590","CC(=O)NC1(C)CCC2CC1C(C)=NC2(C)C",298.15,"water","O",0.001197,0.0663280124493865,-1.17830301634849,"8-acetamide-2,4,4,8-tetramethyl-3-azabicyclo[3.3.1]non-2-ene perchlorate",NA,500073,"No","10.1021/je010263o"
"591","CC1(N=C(O)c2ccccc2)CCC2CC1C(c1ccccc1)=[NH+]C2(C)C.[O-][Cl+3]([O-])([O-])[O-]",298.15,"water","O",3.8e-05,0.00210321064640089,-2.67711722850807,"8-benzamide-2-phenyl-4,4,8-trimethyl-3-azabicyclo[3.3.1]non-2-ene perchlorate",NA,NA,"No","10.1021/je010263o"
"592","NC(N)=O.O=P(O)(O)O",297.6,"water","O",0.1108,6.89090152984934,0.838276043943332,"Urea phosphate","4861-19-2",20994,"No","10.1021/je060346a"
"593","OC[C@@H](O)C(O)[C@@H](O)CO",298.3,"water","O",0.1797,12.1109706842396,1.08317895288001,"Xylitol","488-81-3",6912,"No","10.1021/je060348v"
"594","COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1",298.15,"water","O",3.068e-06,0.00016980065417072,-3.77006064093431,"Sulfadimethoxine","122-11-2",5323,"Yes","10.1021/je0603978"
"595","COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1",298.15,"water","O",3.882e-06,0.00021485224121709,-3.66786011164197,"Sulfamonomethoxine","1220-83-3",5332,"No","10.1021/je0603978"
"596","COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1",298.15,"water","O",5.518e-06,0.00030539840458889,-3.51513323604204,"Sulfamethoxydiazine","651-06-9",5326,"Yes","10.1021/je0603978"
"597","Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1",298.15,"water","O",2.919e-05,0.00161558362849477,-2.7916705563998,"Sulfamethazine","57-68-1",5327,"Yes","10.1021/je0603978"
"598","Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1",298.15,"water","O",2.698e-05,0.0014932631025599,-2.82586366586969,"Sulfamethoxazole","723-46-6",5329,"Yes","10.1021/je0603978"
"599","Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1",298.15,"water","O",4.819e-06,0.00026671146846324,-3.57395830945741,"Sulfadiazine","68-35-9",5215,"Yes","10.1021/je0603978"
"600","Nc1ccc(S(=O)(=O)[N-]c2cncc(Cl)n2)cc1.[Na+]",298.15,"water","O",1.124e-05,0.00062209092236025,-3.20614613589831,"Sulfachloropyrazine","23307-72-4",42623021,"No","10.1021/je0603978"
"601","O=S(=O)([O-])c1ccc2cc(S(=O)(=O)[O-])ccc2c1.[Na+].[Na+]",298.15,"water","O",0.004016,0.223163936610895,-0.65137598624128,"Sodium 2,6-Naphthalene Disulfonate","1655-45-4",3014027,"No","10.1021/je100020v"
"602","O=S(=O)([O-])c1ccc2ccc(S(=O)(=O)[O-])cc2c1.[Na+].[Na+]",298.15,"water","O",0.018933,1.06807915326658,0.0286034386036861,"Sodium 2,7-Naphthalene Disulfonate","1655-35-2",74249,"No","10.1021/je100020v"
"603","CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1",298.15,"water","O",0.02973,1.69584039918089,0.229384977038258,"Nizatidine","76963-41-2",3033637,"No","10.1021/je1000928"
"604","C[C@@]12C[C@H]3OC(=O)[C@@H]1CO[C@]14O[C@@]5([C@H]2C1=O)[C@@]3(C)OC(=O)[C@@]5(O)CC[C@H]1[C@H]4C[C@@H](O)[C@@]2(O)CC=CC(=O)[C@]12C",298.2,"water","O",0.0027,0.14967884163918,-0.824839586489199,"Physalin D","54980-22-2",70698073,"No","10.1021/je100227k"
"605","CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F",299.05,"water","O",0.000128,0.00708343124206326,-2.14975631737889,"1-octyl-3-methylimidazolium hexafluorophosphate","304680-36-2",2734243,"No","10.1021/je1003059"
"606","CCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F",296.65,"water","O",0.00041,0.0227094052219473,-1.64379424016199,"1-hexyl-3-methylimidazolium hexafluorophosphate","304680-35-1",2734175,"No","10.1021/je1003059"
"607","CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F",295.95,"water","O",0.00126,0.0698611807913775,-1.1557640782053,"1-butyl-3-methylimidazolium hexafluorophosphate","174501-64-5",2734174,"No","10.1021/je1003059"
"608","O=C(O)CCP(=O)(O)c1ccccc1",298.25,"water","O",0.00178,0.0986877708098934,-1.00573666089507,"2-carboxyethylphenylphosphinic acid","14657-64-8",11287340,"No","10.1021/je100341q"
"609","O=P(O)(CO)c1ccccc1",307.45,"water","O",0.0099,0.551856552223381,-0.258173796680165,"Hydroxymethylphenylphosphinic acid",NA,12062247,"No","10.1021/je100341q"
"610","O=P1(Oc2ccccc2)OCC2(CO1)COP(=O)(Oc1ccccc1)OC2",298.77,"water","O",2e-04,0.0110568571453745,-1.95636830145711,"3,9-diphenoxy-2,4,8,10-tetraoxa-3,9-diphosphaspiro-[5.5]-undecane-3,9-dioxide",NA,10949663,"No","10.1021/je100341q"
"611","N[C@@H](Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O",293.15,"water","O",9.262e-06,0.00051321158211948,-3.28970355106207,"2,4-dinitro-L-phenylalanine","49607-21-8",17750304,"No","10.1021/je100352r"
"612","CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1",298.3,"water","O",7e-05,0.00387018770590357,-2.41226797098594,"Cefuroxime acid","55268-75-2",5479529,"No","10.1021/je100397q"
"613","CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1",298.7,"water","O",5.49e-05,0.00303475924211634,-2.51787575729639,"Florfenicol","73231-34-2",114811,"No","10.1021/je1008284"
"614","COC(=O)/C=C/C(=O)OC",300.55,"water","O",9.273e-05,0.00512932226986424,-2.28994001381651,"Dimethyl fumarate","624-49-7",637568,"Yes","10.1021/je100964a"
"615","CP(=O)(O)c1ccccc1",298.15,"water","O",0.0154,0.865652446510568,-0.062656439229039,"Methylphenylphosphinic acid","4271-13-0",345468,"No","10.1021/je1009812"
"616","O=[PH](O)c1ccccc1",297.79,"water","O",0.0095,0.530357845411851,-0.275431002387165,"Phenylphosphinic acid","1779-48-2",6327116,"No","10.1021/je1009812"
"617","COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O",324.67,"water","O",4.806e-05,0.00262663918217801,-2.58059958155404,"Dihydrocapsaicin","19408-84-5",107982,"No","10.1021/je1011136"
"618","O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c(Cl)c1O",298.85,"water","O",3.49024e-05,0.00193141104052266,-2.71412529036661,"2-chloro-4,6-dinitroresorcinol","116920-31-1",11107290,"No","10.1021/je1011423"
"619","O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O",298.2,"water","O",5.76e-06,0.00031845454633392,-3.49695254664127,"Phloretin","60-82-2",4788,"No","10.1021/je101168w"
"620","C[C@H]1[C@H](C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]12",298.15,"water","O",1.9e-06,0.00010515673601761,-3.97816290251564,"Asiaticoside","16830-15-2",11954171,"No","10.1021/je101208p"
"621","N=c1nc(N2CCCCC2)cc(N)n1O",298.15,"water","O",0.000235,0.0130092603402099,-1.88574739515995,"Minoxidil",NA,135743713,"No","10.1021/je1012839"
"622","CO/N=C(\C(=O)O)c1csc(N)n1",298.36,"water","O",0.0005573,0.0308264419960417,-1.51107659887574,"(Z)-2-(2-aminothiazol-4-yl)-2-methoxyiminoacetic acid","65872-41-5",5582975,"No","10.1021/je101351w"
"623","c1ccc2c(c1)Nc1ccccc1S2",298.2,"water","O",1.56e-07,8.62476229643093e-06,-5.06425286550349,"Phenothiazine","92-84-2",7108,"No","10.1021/je2001649"
"624","C[N+](C)(C)CC(=O)[O-]",298.35,"water","O",0.1999,13.8270462514695,1.14072941556165,"Betaine","107-43-7",247,"No","10.1021/je2011659"
"625","CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1",298.2,"water","O",5.3e-05,0.00293036255537764,-2.53307864378958,"Amlodipine besylate","111470-99-6",60496,"Yes","10.1021/je3005672"
"626","Cc1ccc(S(=O)(=O)NCl)cc1.[Na]",298,"water","O",0.01382,0.774840085604587,-0.110787919565536,"N-chloro-4-toluenesulfonamide sodium",NA,10198484,"No","10.1021/je300721p"
"627","O=S(=O)(NCl)c1ccccc1.[Na]",298,"water","O",0.01575,0.884780133781378,-0.0531646372667551,"N-Chlorobenzenesulfonamide Sodium",NA,24188389,"No","10.1021/je300721p"
"628","CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21",298.2,"water","O",1.26e-06,6.96616185314579e-05,-4.15700643927895,"Diazepam","439-14-5",3016,"Yes","10.1021/je3009842"
"629","O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1",298.2,"water","O",1.9e-07,1.05045185387042e-05,-4.97862384813911,"Clonazepam","1622-61-3",2802,"Yes","10.1021/je3009842"
"630","CC(=O)N1CN(C(C)=O)CN(C(C)=O)C1",298,"water","O",0.00434,0.241012128164268,-0.617961102394892,"1,3,5-Triacetyl-hexahydro-s-triazine","26028-46-6",33271,"No","10.1021/je301237t"
"631","O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1",298,"water","O",0.00557,0.309700000174047,-0.509058794399146,"Cyclotetramethylenetetranitramine (HMX)","2691-41-0",17596,"No","10.1021/je301237t"
"632","O=C(O)c1cc(O)c(O)c(O)c1",298,"water","O",0.0011,0.0608878866017224,-1.21546909990079,"Gallic acid","149-91-7",370,"No","10.1021/je400029t"
"633","O=C(O)[C@@H](O)CCc1ccccc1",298.2,"water","O",0.00137,0.0758470033614396,-1.120061573075,"(S)-2-hydroxy-4-phenylbutyric acid","115016-95-0",11159656,"No","10.1021/je400053q"
"634","O=[N+]([O-])c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1.[Na+].[Na+]",296.45,"water","O",0.002278,0.126418242204535,-0.898190252658615,"Disodium 4,4'-dinitrostilbene-2,2'-disulfonate","3709-43-1",6433384,"No","10.1021/je400064r"
"635","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21",298.15,"water","O",0.01018,0.569212232483383,-0.244725775413211,"Naringenin","480-41-1",439246,"No","10.1021/je4000718"
"636","O=C(O)[C@@H]1Cc2ccccc2N1",297.45,"water","O",0.000322,0.0178300454655919,-1.74884754939725,"(S)-indoline-2-carboxylic acid","79815-20-6",2733920,"No","10.1021/je400188h"
"637","CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1",298.15,"water","O",0.00117,0.0648301393563025,-1.18822304485386,"Cefradine","38821-53-3",38103,"Yes","10.1021/je400218d"
"638","CC1(C)COP(=O)(C(C)(C)O)OC1",298.25,"water","O",0.00711,0.396312771314454,-0.40196193215225,"1,3,2-dioxaphosphorinane-2-methanol-a,a-5,5-tetramethyl 2-oxide",NA,54110956,"No","10.1021/je4003114"
"639","O=[N+]([O-])c1nonc1-c1no[n+]([O-])c1-c1nonc1[N+](=O)[O-]",298.15,"water","O",1.24836e-06,6.90912512798968e-05,-4.16057694193713,"3,4-bis(3-nitrofurazan-4-yl)furoxan",NA,605902,"No","10.1021/je4005992"
"640","Cc1cccc(Nc2ccccc2C(=O)O)c1C",313,"water","O",1e-05,0.00054931751321011,-3.26017655468469,"Mefenamic acid","61-68-7",4044,"Yes","10.1021/je400714f"
"641","N#CN=C(N)N",298.15,"water","O",0.008915,0.497843814660152,-0.302906884288757,"Dicyandiamide","461-58-5",10005,"No","10.1021/je400754e"
"642","O=C(O)c1cc2ccccc2[nH]1",298.15,"water","O",6.88e-05,0.00380803551490837,-2.419299009905,"Indole-2-carboxylic acid","1477-50-5",72899,"No","10.1021/je400813d"
"643","O.O=C(O)CC(O)(CC(=O)O)C(=O)O",298.15,"water","O",0.1383,8.88277698258685,0.948548758534972,"2-hydroxypropane-1,2,3-tricarboxylic acid monohydrate","5949-29-1",22230,"No","10.1021/je400838e"
"644","CC(=O)Nc1ccc(O)cc1",298.15,"water","O",0.0016,0.0886947842609791,-1.05210191831119,"Paracetamol","103-90-2",1983,"Yes","10.1021/je4008525"
"645","O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12",298.2,"water","O",8.46e-08,4.67727460372239e-06,-5.33000713182756,"Genistein","446-72-0",5280961,"No","10.1021/je4010905"
"646","OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O",298.15,"water","O",0.0436626,2.52685967280859,0.402581124382487,"Trehalose","99-20-7",7427,"No","10.1021/je5000428"
"647","CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl",298.15,"water","O",0.05161,3.01182382458957,0.478829564392433,"Metoclopramide hydrochloride","7232-21-5",23659,"No","10.1021/je500154k"
"648","O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12",298.15,"water","O",0.00186,0.103134544657726,-0.986595844499072,"Chrysin","480-40-0",5281607,"No","10.1021/je5001654"
"649","COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O",298.15,"water","O",1.47e-07,8.13579636665316e-06,-5.0895999300393,"Hesperidin","520-26-3",10621,"No","10.1021/je500206w"
"650","CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1",303.15,"water","O",1.15e-05,0.00063558738141697,-3.19682473360968,"Enrofloxacin","93106-60-6",71188,"No","10.1021/je5002158"
"651","O=C(NNC(=S)Nc1ccc(Cl)cc1)c1ccncc1",298.15,"water","O",5.17e-07,2.86136617541291e-05,-4.54342656100452,"N-(4-chlorophenyl)-2-(pyridin-4-ylcarbonyl)hydrazinecarbothioamide","74270-72-7",5061639,"No","10.1021/je5002522"
"652","COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O",298.15,"water","O",0.0007014,0.0388466125427636,-1.41064684605551,"Aspartame","22839-47-0",134601,"No","10.1021/je500259m"
"653","Oc1cccc(/C=N\NC(=S)NC2CCCCC2)c1",298.15,"water","O",3.9e-07,2.15847711158126e-05,-4.66585255222738,"(2Z)-N-cyclohexyl-2-(3-hydroxybenzylidine) hydrazine carbothioamide",NA,9729029,"No","10.1021/je5003708"
"654","CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.O.O.[Na+]",297.25,"water","O",0.017443,0.982747426106843,-0.00755808495794605,"Ibuprofen sodium dihydrate","527688-20-6",23690315,"Yes","10.1021/je5004093"
"655","CC(O)C(=O)[O-].CC(O)C(=O)[O-].O.O.O.O.O.[Ca+2]",298.15,"water","O",0.00544,0.30272659956257,-0.518949417379368,"Calcium-L-lactate pentahydrate","5743-47-5",165341,"No","10.1021/je500416k"
"656","C[n+]1ccn(CCOCOCCn2cc[n+](C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F",298,"water","O",0.000334,0.0184736101089017,-1.73344822653211,"1,1'-[1,2-ethanediylbis(oxy-1,2-ethanediyl)]bis-[3-methyl-1H-imidazolium-1-yl] dihexafluorophosphate",NA,NA,"No","10.1021/je5004466"
"657","O=[N+]([O-])c1cccc(Cl)c1Cl",298.15,"water","O",8.684e-06,0.00048062488981648,-3.31819374241673,"2,3-dichloronitrobenzene","3209-22-1",18555,"No","10.1021/je500494d"
"658","O=C1N2CN3C(=O)N4CN5C(=O)N6CN7C(=O)N8CN9C(=O)N%10CN%11C(=O)N%12CN1C1C2N2CN%13C(=O)N(CN%14C(=O)N(CN%15C(=O)N(CN%16C(=O)N(CN%17C(=O)N(CN1C2=O)C%12C%11%17)C%10C9%16)C8C7%15)C6C5%14)C4C3%13",293.15,"water","O",0.002307,0.128126310128524,-0.892361680790964,"Hydroxyl cucurbit[6]uril","80262-44-8",196163,"No","10.1021/je5005033"
"659","O=S(=O)([O-])c1cccc2ccccc12.[Na+]",298.15,"water","O",0.012558,0.70386853999284,-0.152508445526746,"Sodium 1-naphthalenesulfonate","130-14-3",23661867,"No","10.1021/je500517d"
"660","NC(CO)(CO)CO",298.2,"water","O",0.092,5.60175934350684,0.74832444721657,"Tris(hydroxymethyl)aminomethane","77-86-1",6503,"Yes","10.1021/je500620m"
"661","CCCCCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F",300.15,"water","O",4.01e-05,0.0022182655830355,-2.65398645893443,"N-octyl-benzothiazolium hexafluorophosphate",NA,155045885,"No","10.1021/je500762n"
"662","CCCCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F",300.15,"water","O",5.5e-05,0.00304255424028893,-2.51676167076488,"N-heptyl-benzothiazolium hexafluorophosphate",NA,155045902,"No","10.1021/je500762n"
"663","CCCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F",298.15,"water","O",6.5e-05,0.00359769429975479,-2.4439757419271,"N-hexyl-benzothiazolium hexafluorophosphate",NA,155045874,"No","10.1021/je500762n"
"664","CCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F",295.15,"water","O",4.89e-05,0.00270848398524989,-2.56727372796977,"N-pentyl-benzothiazolium hexafluorophosphate",NA,155045912,"No","10.1021/je500762n"
"665","CCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F",298.15,"water","O",0.000168,0.00929961395879203,-2.03153507930049,"N-butyl-benzothiazolium hexafluorophosphate",NA,155045893,"No","10.1021/je500762n"
"666","O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21",298.15,"water","O",4.97e-06,0.00027506872762446,-3.56055878144649,"Biotin","58-85-5",171548,"Yes","10.1021/je500787x"
"667","COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC",298.15,"water","O",9.71e-07,5.37405767449643e-05,-4.26969767702061,"Reserpine","50-55-5",5770,"Yes","10.1021/je500893g"
"668","CC(=O)Nc1ccncc1NS(=O)(=O)c1ccc([N+](=O)[O-])cc1",298,"water","O",8.33e-06,0.00046058400001691,-3.33669115283522,"4-nitro-N-(2-NHCOCH3-4-pyridinyl)-benzenesulfonamide",NA,NA,"No","10.1021/je500918t"
"669","CCN(CC)S(=O)(=O)c1ccc(N)cc1",298,"water","O",4.27e-05,0.00236105795704737,-2.62689335213477,"4-amino-N,N-diethyl-benzene-sulfonamide","1709-39-3",95067,"No","10.1021/je500918t"
"670","CCOC(=O)c1ccc(NS(=O)(=O)c2ccccc2)nc1",298,"water","O",1.24e-06,6.85618380246892e-05,-4.16391754824238,"N-(4-COOC2H3-2-pyridinyl)-benzenesulfonamide",NA,NA,"No","10.1021/je500918t"
"671","CCOc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1",298,"water","O",3.41e-07,1.88544885065833e-05,-4.72458524484317,"4-nitro-N-(4-ethoxyphenyl)-benzene-sulfonamide","349098-79-9",786664,"No","10.1021/je500918t"
"672","CCc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1",298,"water","O",5.09e-07,2.81435081001078e-05,-4.5506217685374,"4-amino-N-(4-ethylphenyl)-benzene-sulfonamide",NA,16787408,"No","10.1021/je500918t"
"673","CN(C)S(=O)(=O)c1ccc(N)cc1",298,"water","O",3.21e-05,0.0017749217101136,-2.75082079844861,"4-amino-N,N-dimethyl-benzene-sulfonamide","1709-59-7",74369,"No","10.1021/je500918t"
"674","CNS(=O)(=O)c1ccc(N)cc1",298,"water","O",0.00103,0.0570092078697917,-1.24405499337876,"4-amino-N-methyl-benzene-sulfonamide","1709-52-0",74368,"No","10.1021/je500918t"
"675","COc1c(Cl)cccc1NS(=O)(=O)c1ccc(N)cc1",298,"water","O",1.26e-06,6.96676755152169e-05,-4.15696867960115,"4-amino-N-(2-methoxy-3-chlorophenyl)-benzenesulfonamide",NA,NA,"No","10.1021/je500918t"
"676","COc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1",298,"water","O",1.32e-06,7.29851882522011e-05,-4.13676526745516,"4-amino-N-(4-methoxyphenyl)-benzenesulfonamide","19837-74-2",578975,"No","10.1021/je500918t"
"677","Cc1cc(Cl)ccc1NS(=O)(=O)c1ccc(N)cc1",298,"water","O",7.72e-07,4.26852533741316e-05,-4.3697221363189,"4-amino-N-(4-chloro-2-methylphenyl)-benzenesulfonamide",NA,24695106,"No","10.1021/je500918t"
"678","Cc1cc(N)ccc1S(=O)(=O)Nc1ccc(Cl)cc1",298,"water","O",6.71e-07,3.71007799497643e-05,-4.43061696034942,"4-amino-N-(4-chlorophenyl)-2-methyl-benzenesulfonamide",NA,NA,"No","10.1021/je500918t"
"679","Cc1cc(N)ccc1S(=O)(=O)Nc1ccccc1Cl",298,"water","O",1.57e-07,8.68080396148104e-06,-5.06144005133663,"4-amino-N-(2-chlorophenyl)-2-methyl-benzenesulfonamide",NA,43257597,"No","10.1021/je500918t"
"680","Cc1cc(N)ccc1S(=O)(=O)Nc1ccccc1[N+](=O)[O-]",298,"water","O",5.18e-07,2.86411342378408e-05,-4.54300978722027,"4-amino-2-methyl-N-(2-nitrophenyl)-benzenesulfonamide",NA,NA,"No","10.1021/je500918t"
"681","Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(N)cc1",298,"water","O",1.61e-06,8.90198387597599e-05,-4.05051319668358,"4-amino-N-(5-chloro-2-methylphenyl)-benzenesulfonamide","34392-72-8",17608903,"No","10.1021/je500918t"
"682","Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)c(Cl)c1",298,"water","O",7.65e-07,4.22982106251696e-05,-4.37367800454108,"4-amino-N-(2-chloro-4-methylphenyl)-benzenesulfonamide",NA,NA,"No","10.1021/je500918t"
"683","Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1Cl",298,"water","O",1.53e-07,8.45963694773215e-06,-5.07264827466545,"4-amino-N-(3-chloro-4-methylphenyl)-benzenesulfonamide","952915-63-8",17608906,"No","10.1021/je500918t"
"684","Cc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)nc1",298,"water","O",1.13e-06,6.24797326174618e-05,-4.20426083769365,"N-(5-methyl-2-pyridinyl)-4-nitro-benzenesulfonamide",NA,743889,"No","10.1021/je500918t"
"685","N#Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1",298,"water","O",5.47e-06,0.00030244745193096,-3.51935006999936,"4-amino-N-(4-cyanophenyl)-benzene-sulfonamide","25612-07-1",16781984,"No","10.1021/je500918t"
"686","Nc1ccc(S(=O)(=O)N(c2ccccc2)c2ccccc2)cc1",298,"water","O",4.84e-07,2.67612133200699e-05,-4.57249420008711,"4-amino-N,N-diphenyl-benzene-sulfonamide",NA,10663754,"No","10.1021/je500918t"
"687","Nc1ccc(S(=O)(=O)Nc2cc(Cl)c(Cl)cc2Cl)cc1",298,"water","O",2.51e-07,1.38782292939279e-05,-4.85766594144114,"4-amino-N-(2,4,5-trichlorophenyl)-benzenesulfonamide",NA,29552517,"No","10.1021/je500918t"
"688","Nc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2Cl)cc1",298,"water","O",7.25e-07,4.00865378779071e-05,-4.3970014504955,"4-amino-N-(2,5-dichlorophenyl)-benzenesulfonamide",NA,28590083,"No","10.1021/je500918t"
"689","Nc1ccc(S(=O)(=O)Nc2ccc(Cl)c(Cl)c2)cc1",298,"water","O",2.05e-07,1.13348082644761e-05,-4.94558582184398,"4-amino-N-(3,4-dichlorophenyl)-benzenesulfonamide","34392-63-7",593571,"No","10.1021/je500918t"
"690","Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)c(Cl)c1",298,"water","O",4.72e-07,2.60977118502012e-05,-4.58339756830898,"4-amino-2-chloro-N-(4-chlorophenyl)-benzenesulfonamide",NA,29790765,"No","10.1021/je500918t"
"691","Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1",298,"water","O",1.19e-06,6.57972444918919e-05,-4.18179229372684,"4-amino-N-(4-chlorophenyl)-benzene-sulfonamide","16803-92-2",788021,"No","10.1021/je500918t"
"692","Nc1ccc(S(=O)(=O)Nc2ccc(I)cc2)cc1",298,"water","O",5.44e-07,3.00787209082738e-05,-4.52174063597566,"4-amino-N-(4-iodophenyl)-benzene-sulfonamide","6965-75-9",247908,"No","10.1021/je500918t"
"693","Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1",298,"water","O",3.65e-06,0.0002018155741101,-3.69504532229588,"4-amino-N-(4-nitrophenyl)-benzene-sulfonamide","6829-82-9",311763,"No","10.1021/je500918t"
"694","Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2Br)cc1",298,"water","O",3.01e-07,1.66428176348196e-05,-4.7787731456136,"4-amino-N-(2-bromo-4-nitrophenyl)-benzenesulfonamide",NA,NA,"No","10.1021/je500918t"
"695","Nc1ccc(S(=O)(=O)Nc2cccc(Cl)c2Cl)cc1",298,"water","O",3.32e-07,1.83568625450101e-05,-4.73620154404028,"4-amino-N-(2,3-dichlorophenyl)-benzenesulfonamide","943757-10-6",17608902,"No","10.1021/je500918t"
